Vmag,Plx,e_Plx,B-V,SpType,Amag,TargetClass
6.77,2.25,0.81,-0.026,B2IV,13.530912,1
9.57,22.59,1.24,0.934,K2/K3V,21.33958,1
8.27,2.5,1.13,1.28,G8III,15.259701,0
8.49,0.8,0.84,1.212,G9II-III,13.005449,0
8.56,2.11,1.28,0.722,K0III+...,15.181413,0
6.35,7.56,1.41,0.066,A2V,15.742609,1
8.85,6.68,3.01,0.485,F6II,17.973883,0
8.15,0.35,0.74,-0.084,B8III,10.87034,0
7.81,4.08,0.78,1.024,K0III,15.8633,0
8.22,2.57,1.2,1.352,K2/K3III,15.269666,0
8.1,5.36,0.75,0.258,F0V,16.745825,1
8.65,1.59,1.14,1.62,K4V:,14.656985,1
7.64,5.07,1.0,0.94,K0III,16.16504,0
9.51,2.37,1.63,1.416,K0III,16.383741,0
1.97,7.56,0.48,0.636,F7:Ib-IIv SB,11.362609,0
8.09,4.88,1.11,1.05,G8III-IV,16.532099,1
8.49,1.37,1.02,1.637,M2III,14.173603,0
7.54,3.08,0.95,1.495,K4III,14.982754,0
6.13,6.73,0.69,1.01,K0III,15.270076,0
5.91,3.22,1.22,0.66,F8II + A/F,13.44928,0
8.96,0.82,0.93,-0.041,B9V,13.529069,1
6.84,0.61,0.99,0.854,G0Ib,10.766649,0
7.45,4.48,0.9,1.028,K0III,15.706389,0
7.44,2.28,0.85,1.148,G8III,14.229674,0
8.83,9.82,1.32,0.474,F3/F5V,18.790558,1
8.73,0.95,0.85,1.018,K1III,13.618618,0
5.77,14.38,0.53,1.024,K1III,16.558794,0
7.5,1.47,0.59,1.08,K0III,13.336587,0
7.67,15.88,0.84,0.546,F8/G0V,18.674252,1
8.69,3.26,1.17,1.071,K0III,16.256088,0
7.2,9.13,0.68,0.326,F0/F2IV,17.002354,1
8.69,1.75,1.13,1.5,M0III,14.9051895,0
6.01,26.72,0.53,0.427,F6V,18.144182,1
3.8,70.86,0.67,0.543,F8V,18.052006,1
9.25,6.76,1.44,0.1,G1V,18.399734,1
6.18,5.89,0.57,0.966,G9III,15.030577,0
8.9,5.63,0.85,0.386,A4IV,17.652542,1
6.33,8.64,0.69,1.289,K2III,16.01257,0
9.04,9.78,1.44,0.632,G2V,18.991695,1
9.03,5.0,1.27,0.541,F3V,17.524849,1
7.94,5.62,1.07,1.283,K2III,16.688683,0
6.88,0.45,0.87,1.469,K3III,10.146063,0
5.64,4.71,0.54,1.441,K4III,14.005104,0
7.66,10.96,0.84,0.48,F5V,17.859053,1
4.03,10.94,1.35,1.007,G8Iab:,14.225086,0
8.47,5.7,1.22,1.176,K2III,17.249374,0
7.21,1.27,0.76,1.139,G8II/III,12.729019,0
9.84,11.32,2.16,0.571,F7V,20.109232,1
8.06,2.9,0.74,1.23,K2IIICN...,15.37199,0
4.08,12.94,0.87,1.418,K4III,14.639671,0
8.14,9.52,1.12,0.562,F8V,18.033184,1
7.28,1.95,0.72,0.018,B8V,13.730173,1
7.55,3.95,0.65,0.264,F0IV,15.532986,1
3.06,13.11,0.75,1.603,M0III SB,13.648014,0
9.01,4.06,1.37,0.256,B5III/IV,17.052631,1
3.11,7.96,0.52,-0.044,B9II:,12.614565,0
8.46,7.53,1.12,0.971,K1IV,17.843975,1
8.89,3.14,0.84,0.158,A0IV,16.37465,1
9.91,3.85,1.44,0.515,G2V,17.837303,1
7.61,-0.6,0.95,-0.124,B3V,11.500756,1
6.87,-1.15,0.64,0.494,B5Ia,12.173489,0
8.9,-1.88,1.1,0.4,B0.5V,15.270789,1
7.74,2.81,1.91,0.434,F3IV/V,14.983531,1
7.26,5.53,0.76,1.188,K1III,15.973626,0
8.23,5.66,0.79,0.104,A2IV,16.994081,1
7.2,4.15,0.69,0.982,G8III,15.29024,0
8.38,2.28,1.18,1.089,G5III,15.169674,0
7.35,3.48,0.58,-0.147,B2IV,15.057896,1
10.42,1.86,2.08,0.509,F3/F5V,16.767565,1
9.1,4.22,1.35,0.582,F6V,17.226562,1
7.48,2.53,1.31,0.953,G5III,14.495603,0
9.08,6.43,0.9,0.381,F0V,18.121056,1
7.55,17.46,1.17,0.569,F7V,18.760221,1
8.59,1.66,0.78,1.908,K3/K4III:,14.69054,0
7.31,9.39,0.58,0.175,A4IV/V,17.173328,1
7.28,6.82,0.99,1.168,K2III,16.448921,0
7.08,3.0,1.49,0.039,A0IV,14.465607,1
6.74,4.3,0.99,1.543,K4III,14.907342,0
5.83,6.83,1.91,-0.075,B9IV-V,15.002104,1
9.07,-0.13,1.37,0.111,B2III,9.639716,0
5.1,9.44,0.86,0.589,G8III+...,14.974859,0
9.01,4.2,1.38,0.986,K2II/III,17.126247,0
7.69,1.1,0.74,-0.16,B2II/III,12.896963,0
7.75,9.8,0.67,0.471,F5/F6V,17.706131,1
9.31,6.58,1.17,0.635,G5III,18.40113,0
8.11,3.09,0.78,1.179,K1III,15.5597925,0
6.14,8.98,0.86,0.998,K0III,15.906382,0
3.85,18.72,0.81,1.317,K2III,15.211531,0
6.88,25.77,0.81,0.748,G8V,18.935574,1
7.8,7.83,0.7,0.325,A8III/IV,17.26881,1
8.64,1.46,0.79,1.319,K0III,14.461765,0
7.71,14.85,0.8,0.446,F5/F6V,18.568632,1
9.38,7.23,1.55,0.465,F3/F5V,18.675692,1
8.06,3.7,0.61,0.919,G6/G8III,15.90101,0
9.07,1.4,1.46,1.265,K1/K2III,14.80064,0
9.45,9.77,1.51,0.689,G5IV/V,19.399473,1
8.35,14.2,1.15,0.48,F5V,19.111443,1
7.83,7.41,1.08,0.963,K0III,17.17909,0
4.78,47.24,0.82,0.452,F6IV,18.151548,1
6.11,6.57,0.87,-0.079,B9V,15.197828,1
5.61,9.41,0.77,0.038,A1V,15.477949,1
9.04,10.82,1.43,0.545,F8V,19.211136,1
7.23,4.48,0.84,0.884,G8III,15.486389,0
8.88,1.26,1.27,1.665,M2III,14.381853,0
7.14,3.5,0.78,-0.078,B9IIw,14.86034,0
9.0,7.44,1.32,0.734,G5V,18.357864,1
7.14,9.7,0.92,0.326,F0II,17.073858,0
8.43,6.11,1.26,1.308,K2III/IV,17.360207,1
9.41,3.97,1.51,0.34,F0IV/V,17.403954,1
9.26,4.43,0.8,1.278,K3III,17.49202,0
9.32,8.87,1.37,0.673,G5V,19.059618,1
7.84,6.06,0.92,0.451,F3III,16.752363,0
7.68,7.43,0.82,0.256,A7/A8III,17.034945,0
6.69,5.86,0.98,1.039,K0III,15.529488,0
7.39,21.15,1.14,0.614,G2/G3V,19.01655,1
8.68,2.79,1.06,1.979,M1III,15.908022,0
7.93,1.27,1.21,1.72,K3III,13.4490185,0
9.05,3.38,1.06,1.083,K0III,16.694584,0
7.56,4.69,0.91,0.582,K0III + A0V,15.915865,1
9.01,0.47,1.24,1.084,G8/K0IV,12.370489,1
4.39,12.49,0.98,1.252,K2III,14.872812,0
8.96,9.66,1.71,0.61,G1V,18.884886,1
7.62,24.0,0.66,0.592,G2V,19.521057,1
7.37,3.08,0.84,1.496,M3III,14.812754,0
8.58,3.69,1.55,0.423,F0IV/V,16.41513,1
4.11,15.09,0.62,1.161,K0III,15.003447,0
8.21,10.95,0.77,0.681,G3IV,18.40707,1
8.48,9.21,0.68,0.511,F5V,18.301298,1
8.72,4.76,1.07,0.462,F5V,17.108036,1
8.92,4.33,2.16,0.417,F3V,17.10244,1
8.71,5.2,1.1,0.898,G6IV,17.290016,1
6.44,7.99,0.53,-0.039,A0V,15.952734,1
9.18,0.79,1.25,1.198,G8III,13.668136,0
8.97,8.47,1.09,0.574,G0V,18.609417,1
7.82,5.28,0.93,0.2,A1IV/V,16.43317,1
8.27,0.34,1.75,0.31,B9III,10.927395,0
8.74,2.09,1.19,0.089,A1V,15.340732,1
8.39,2.9,0.98,0.12,A0V,15.70199,1
5.47,5.57,0.71,-0.101,B8IIIp Mn,14.199276,0
9.81,4.9,1.56,0.695,F6/F7V,18.26098,1
9.34,2.79,1.43,1.653,K3/K4III:,16.568022,0
8.9,2.29,0.78,1.234,K1/K2III,15.699177,0
9.51,5.79,1.33,0.507,F3V,18.323393,1
5.23,31.91,0.75,0.48,F6V,17.749634,1
9.02,3.61,1.55,0.402,F2V,16.807537,1
9.29,12.97,1.31,0.648,G3V,19.854698,1
7.67,6.81,1.0,0.958,G8III,16.835735,0
9.18,1.35,1.13,-0.083,B9V+...,14.831669,1
6.38,2.56,0.97,0.543,F1III,13.4212,0
3.97,9.53,0.73,-0.156,B3V,13.865464,1
9.6,-0.71,1.41,1.205,G8III:,13.856293,0
7.66,2.78,0.88,0.533,B2Vne,14.880224,1
9.07,3.66,1.53,1.592,M5III,16.887405,0
8.27,12.5,1.0,0.577,G3V,18.75455,1
7.22,4.74,1.91,0.04,A0V,15.598892,1
8.24,10.21,0.72,0.432,F5V,18.285128,1
8.97,9.23,1.19,0.644,G5V,18.79601,1
6.74,7.36,0.82,1.193,K2III,16.074389,0
7.76,3.62,0.69,1.023,G8III,15.553543,0
5.81,44.01,0.75,0.5,F8Vw,19.027756,1
9.08,2.01,0.92,1.16,G8/K0V:,15.59598,1
4.59,12.92,0.71,1.179,K2III,15.146313,0
6.89,4.2,1.1,1.468,M4III,15.006247,0
4.21,0.76,0.89,0.419,B9Ia,8.614068,0
8.49,3.58,0.84,1.261,K1III,16.259415,0
8.81,7.54,1.11,0.385,F0V,18.196857,1
7.21,5.94,1.1,0.988,K0III,16.078932,0
5.75,3.26,0.53,-0.151,B2V,13.316089,1
4.01,3.53,0.58,-0.15,B2IV/Ve,11.748874,1
7.02,24.23,0.99,0.645,G3/G5V,18.941767,1
7.8,3.7,0.92,0.104,A0IV,15.641009,1
6.84,6.72,0.81,1.062,K0III,15.976847,0
9.08,3.12,1.25,0.785,G5III,16.550774,0
8.57,7.84,1.24,0.394,F2V,18.04158,1
8.79,1.91,1.06,1.057,K1III,15.195168,0
7.55,15.62,0.85,0.437,F3V,18.518406,1
8.47,2.2,0.79,1.19,K1III,15.182114,0
8.6,5.66,1.13,1.356,K1/K2III,17.364082,0
9.68,8.44,1.57,0.699,G6V,19.311712,1
6.84,3.75,0.68,-0.013,B6V,14.710157,1
8.3,-0.27,0.97,0.013,B9V,10.45682,1
9.04,3.17,1.29,0.528,F3V,16.545296,1
8.14,6.54,1.22,0.388,F2IV/V,17.217888,1
8.85,3.52,1.27,0.311,B9II,16.582714,0
9.52,8.9,1.62,0.614,G3V,19.26695,1
8.52,1.38,0.72,-0.02,B8III,14.219397,0
9.31,8.13,1.4,0.457,F3V,18.860455,1
8.41,5.25,1.15,0.421,F5V,17.010796,1
9.54,4.5,1.86,0.522,F2V,17.806063,1
6.44,22.79,0.81,0.587,F8V,18.228722,1
8.23,0.88,1.09,1.602,K4III,12.952414,0
5.22,4.35,0.92,1.404,K2III,13.412445,0
5.68,3.96,0.94,-0.099,B2V + B3V,13.668476,1
8.12,8.88,0.7,0.47,F5V,17.862064,1
8.77,1.07,1.92,1.248,K0III,13.91692,0
8.12,0.82,1.11,-0.015,B9IV/V,12.689069,1
6.97,4.74,1.08,-0.003,B8V,15.348892,1
7.18,4.08,1.02,1.369,K1III,15.233301,0
7.19,19.06,0.94,0.482,F5V,18.590614,1
4.94,4.62,0.76,1.559,K5III,13.26321,0
9.22,0.64,0.93,1.428,K2/K3III:,13.2509,0
8.48,0.78,2.29,0.963,K4III,12.940473,0
9.17,5.41,1.25,0.448,F3V,17.835987,1
8.2,4.01,1.0,1.149,K1III,16.215721,0
8.78,10.6,1.19,0.715,G6V,18.906528,1
6.89,1.97,0.98,1.662,M1III,13.362331,0
8.67,7.43,0.93,0.541,F8V,18.024944,1
5.87,14.26,0.89,0.07,A3Vn,16.640598,1
8.42,0.99,0.94,-0.019,B8III,13.398176,0
4.92,0.85,0.81,1.905,K5Iabvar,9.567095,0
8.97,18.85,1.23,0.748,G5IV,20.346558,1
9.52,13.77,0.97,0.666,G3V,20.21467,1
8.41,2.21,1.03,0.003,B9IV,15.131962,1
7.74,1.71,0.96,1.589,K4III,13.90498,0
6.66,6.39,0.5,0.978,K0III,15.687504,0
6.82,1.8,0.6,-0.171,B3III,13.096363,0
8.81,3.36,1.02,0.945,G6III,16.441696,0
5.94,5.67,0.99,1.38,K4III,14.707916,0
8.25,0.49,1.19,1.313,K1III/IV,11.70098,1
6.21,14.83,0.77,0.235,F0V,17.065704,1
3.69,5.46,0.61,-0.196,B2IV,12.375963,1
8.13,9.56,0.84,0.436,F2V,18.03229,1
8.66,2.31,1.26,1.023,K0/K1III,15.47806,0
8.37,7.41,0.77,0.358,F0V,17.71909,1
8.99,1.59,1.53,0.979,G8III/IV,14.996985,1
7.99,3.95,0.96,0.97,G8II,15.972985,0
7.88,17.36,0.72,0.652,G4IV,19.077747,1
7.8,4.6,0.91,0.992,K0II/III,16.113789,0
9.29,0.21,1.7,0.32,B2III,10.901096,0
6.33,3.93,0.69,1.408,M6III,14.301963,0
7.18,3.61,0.81,1.301,K1III,14.967537,0
8.11,1.46,0.82,0.162,A3V,13.931765,1
8.66,1.99,1.24,1.296,K2III,15.154264,0
8.29,6.15,1.11,0.296,F0V,17.234375,1
8.99,2.46,1.23,1.078,G8III,15.944675,0
6.38,17.95,0.55,0.894,K0III/IV,17.650322,1
7.33,6.04,0.84,1.089,K0III,16.235184,0
8.2,2.67,0.68,0.037,B9V,15.332556,1
9.66,7.47,0.98,0.45,F3V,19.026604,1
8.03,7.29,0.63,0.204,A4V,17.343637,1
8.56,12.38,1.3,0.605,G1/G2V,19.023602,1
9.29,2.87,1.25,0.137,A1V,16.57941,1
8.35,4.52,1.05,1.01,K0III,16.625692,0
7.89,2.07,0.72,-0.099,B8IV/V,14.4698515,1
8.79,8.38,1.29,0.732,G6V,18.40622,1
7.22,1.68,0.6,1.39,K3III,13.346546,0
6.99,8.57,0.55,0.38,F2II/III,16.654903,0
8.09,3.37,1.08,1.133,K1III,15.728149,0
6.44,9.05,0.58,1.074,K1III,16.223244,0
7.03,2.95,0.96,1.605,M0/M1III,14.37911,0
9.99,11.32,1.76,0.543,G3V,20.259232,1
8.1,1.66,0.79,1.795,M2III,14.200541,0
7.0,15.05,0.78,0.551,F7V,17.887682,1
7.83,9.99,0.76,0.4,F3V,17.827827,1
8.78,11.36,5.31,0.529,F5/F6V,19.056892,1
7.71,4.2,0.93,1.37,K3III,15.826246,0
8.62,4.96,1.42,0.372,F0V,17.097408,1
8.04,3.37,0.71,1.002,G8/K0III,15.678149,0
8.47,9.52,1.0,0.433,F5V,18.363186,1
8.87,-0.06,0.94,-0.056,B2V,7.7607565,1
7.7,3.02,0.83,1.339,K2/K3III,15.100035,0
8.63,2.49,1.09,1.156,K1III,15.610996,0
8.44,9.1,1.04,0.627,G1V,18.235207,1
7.71,1.7,0.76,1.532,K5III,13.862245,0
8.32,4.11,1.07,1.051,K0III,16.38921,0
6.85,1.97,0.91,-0.045,B1II-IIIn..,13.32233,0
3.71,72.95,0.83,0.855,G8IVvar,18.025127,1
7.95,2.34,0.58,1.52,K4III/IV,14.79608,1
6.2,30.81,0.89,0.598,G0IV-V,18.64346,1
6.68,5.53,0.91,1.086,K0III,15.393625,0
7.81,-0.27,1.04,0.296,B3II,9.966819,0
8.4,-0.17,1.19,1.716,K5/M0III,9.552244,0
8.28,2.31,1.13,1.676,K4III,15.09806,0
3.56,11.26,0.73,1.214,K2III,13.817692,0
5.14,5.28,0.52,1.652,M1III,13.75317,0
6.22,5.46,0.82,1.386,K2/K3III,14.905962,0
5.73,15.47,0.97,0.328,F2III/IV,16.677452,1
9.46,9.25,1.67,0.656,G2V,19.290709,1
6.93,2.46,0.54,-0.06,B7V,13.884676,1
8.14,2.3,0.93,0.989,G6III,14.948639,0
7.92,1.92,1.1,1.114,K0IV,14.336506,1
7.22,4.88,0.82,1.039,K0III,15.662098,0
9.8,0.55,0.92,-0.069,B8V,13.501814,1
8.02,1.64,1.02,1.589,K5/M0III,14.094219,0
7.73,10.11,0.95,0.324,F0V,17.753756,1
8.95,-0.62,1.36,1.16,K2/K3III:,12.911959,0
7.12,4.33,0.56,0.011,B9.5IV,15.30244,1
7.34,16.6,1.08,0.626,G2V,18.44054,1
7.47,25.04,1.16,0.68,G2V,19.463171,1
5.04,8.28,0.46,1.256,K2/K3III,14.630151,0
8.81,0.6,1.29,1.558,M2/M3III,12.700757,0
5.91,8.71,0.67,0.258,A9IV,15.61009,1
6.15,35.34,0.82,0.625,G1IV,18.891333,1
7.91,7.32,0.86,0.188,A5IV,17.232555,1
9.39,-0.8,1.35,1.42,K3III,13.905451,0
8.02,7.81,0.61,0.337,F0IV,17.483255,1
7.27,6.79,1.08,1.049,K0IV,16.42935,1
9.06,2.92,1.04,1.039,K1III,16.386913,0
8.86,3.69,1.3,0.194,A2IV,16.695131,1
5.79,10.74,0.76,1.073,K0III,15.945022,0
8.44,1.89,1.18,1.179,K0V,14.822309,1
7.82,6.19,0.62,0.018,B9.5V,16.778454,1
6.43,37.6,0.65,0.55,F7V,19.305939,1
8.4,2.19,0.77,1.014,G8III,15.102221,0
8.89,4.62,0.77,0.461,F6IV,17.213211,1
8.96,3.62,1.78,1.022,K1III,16.753544,0
9.46,-0.28,2.01,0.501,F2V:,11.69579,1
5.55,1.56,0.75,-0.096,B0Iab,11.515623,0
8.57,3.19,0.78,1.116,G8III,16.088953,0
6.97,3.38,0.69,1.58,K5Ib,14.614584,0
8.73,2.21,1.1,1.404,M3III,15.4519615,0
7.42,5.87,0.7,1.059,K0III,16.263191,0
8.07,2.02,0.64,0.052,A0Vn,14.596756,1
6.25,21.09,0.8,0.448,F5V,17.870384,1
6.26,18.52,0.76,0.407,F3IV-V,17.598206,1
3.71,2.43,0.93,-0.179,B2III SB,10.638031,0
7.97,4.04,0.98,1.059,K0III,16.001907,0
6.17,22.26,0.49,0.306,F0IVn,17.907625,1
9.86,34.19,1.61,1.274,K4V,22.529495,1
6.17,7.21,0.7,1.041,K1IICN...,15.459676,0
8.74,2.3,1.18,1.597,M2/M3III,15.548639,0
5.96,2.08,0.75,-0.216,B1.5IV,12.550316,1
6.04,9.46,0.7,0.938,G8II,15.919456,0
3.96,60.86,1.3,0.463,F5V,17.88166,1
7.35,2.71,0.74,1.157,K1III,14.514847,0
4.7,10.7,0.79,-0.073,B9.5Vn,14.846918,1
8.27,11.07,1.2,0.624,G2V,18.490738,1
8.32,5.12,1.49,1.619,K5III,16.86635,0
8.99,11.58,1.22,0.581,F7V,19.308542,1
8.88,3.54,1.15,1.5,K3III:,16.625015,0
8.13,2.07,1.13,1.524,K4/K5III,14.709852,0
7.11,14.61,0.86,0.336,F2IV,17.93325,1
7.28,2.41,1.13,1.656,K3III,14.190085,0
6.53,6.43,1.2,0.8,G8III,15.571054,0
7.19,5.35,1.11,0.312,F0V,15.831768,1
5.99,4.18,0.63,1.481,K4III,14.0958805,0
8.82,4.63,1.94,1.1,K0III,17.147903,0
6.96,5.94,0.99,1.019,G8/K0III,15.828932,0
10.5,8.39,2.17,0.736,G6V,20.118809,1
6.98,4.5,0.89,1.414,K3III,15.246063,0
6.18,17.35,0.78,0.166,A3V,17.376497,1
8.59,2.78,0.75,0.375,F0IV/V,15.810225,1
8.0,7.08,0.91,0.839,G6IV,17.250166,1
8.76,5.54,1.18,0.462,F3IV/V,17.477549,1
9.49,8.31,1.44,0.476,F6V,19.088005,1
8.28,6.68,1.19,0.279,A8/A9IV,17.403881,1
9.03,1.29,1.12,-0.054,B5III,14.582949,0
9.4,3.53,2.57,0.53,F7V,17.138874,1
9.16,11.3,1.4,0.667,G3V,19.425392,1
8.05,4.53,0.98,-0.004,B6IV,16.33049,1
9.33,0.41,0.89,1.076,G8III:,12.393919,0
8.27,3.99,0.77,1.406,K2III,16.274864,0
7.75,4.62,0.57,1.341,K3III,16.07321,0
9.49,12.11,1.4,0.692,G5V,19.90572,1
8.36,2.6,0.98,1.171,K1III,15.434866,0
7.28,4.32,1.01,0.938,G5III,15.457418,0
7.94,0.44,0.77,1.435,K4III,11.157263,0
9.3,0.14,1.51,-0.144,B0III,10.030641,0
8.35,-0.7,2.86,0.072,B7/B8II/III,12.575491,0
8.85,3.33,1.42,0.397,F3V,16.462221,1
8.59,5.37,0.9,1.054,K0III,17.239872,0
8.17,2.81,0.96,1.721,M1III,15.413531,0
7.59,2.77,1.13,0.036,B8II,14.802399,0
8.96,2.55,1.3,1.105,K1II,15.992701,0
6.94,33.44,1.12,0.586,G1V-VI,19.56133,1
8.01,2.59,1.1,1.092,K0III,15.076499,0
9.49,4.69,1.55,0.536,F2V,17.845863,1
8.47,4.6,1.02,1.136,K1III,16.78379,0
9.41,6.8,1.41,0.705,G5V,18.572544,1
8.26,0.6,1.09,1.72,M2III,12.150757,0
7.68,19.22,1.17,0.544,F7V,19.098766,1
6.51,25.55,1.39,0.437,F6V+...,18.546955,1
6.64,18.56,0.88,0.543,G1V,17.98289,1
9.71,4.47,1.01,0.44,F3IV/V,17.961536,1
7.49,5.42,1.02,0.116,A2Vs,16.159996,1
8.98,12.99,1.18,0.6,G5III,19.548046,0
8.16,7.36,1.27,1.125,K0III,17.494389,0
8.18,3.21,1.02,1.1,K2III,15.712525,0
7.96,2.31,0.81,1.44,K3III,14.77806,0
6.52,14.39,0.66,0.214,A5Vn,17.310305,1
9.04,1.78,1.23,1.15,K2III,15.2921,0
6.99,0.58,0.96,0.843,G0Ib,10.807139,0
7.73,-1.2,0.96,1.553,M1III,13.125906,0
8.14,1.55,0.74,1.472,M5III,14.091659,0
7.63,7.45,0.97,0.241,A4V,16.990782,1
9.32,2.49,0.94,0.4,F0IV,16.300997,1
8.01,2.48,0.65,1.541,K3III,14.982258,0
7.17,5.95,0.94,1.18,K1III,16.042583,0
7.88,5.72,0.66,1.056,K0III,16.66698,0
6.12,7.28,0.87,1.157,K1II,15.430656,0
6.11,8.41,0.55,1.118,K1III,15.73398,0
5.81,4.8,0.54,-0.133,B4V,14.216206,1
8.71,2.92,0.86,1.077,K1III,16.036915,0
8.74,6.16,0.78,0.45,F5V,17.687904,1
8.07,3.29,1.01,1.115,K0III,15.655979,0
8.6,8.15,1.12,0.56,G0V,18.155788,1
8.23,4.41,1.1,0.986,G9III,16.452192,0
8.55,15.39,1.7,0.686,G2III,19.486195,0
9.27,8.67,1.13,0.617,G3V,18.960094,1
8.44,0.55,0.8,1.404,K3III,12.141813,0
11.05,8.66,2.61,0.808,K0V,20.73759,1
7.86,7.05,0.77,0.91,G8III,17.100946,0
6.06,3.07,0.56,-0.139,B3IVp,13.495691,1
7.79,20.73,1.29,0.599,G2V,19.372997,1
9.12,4.09,1.94,0.527,F5/F6V,17.178616,1
7.66,2.34,0.62,1.264,K2III,14.506079,0
2.74,7.43,0.5,-0.22,B0Vp,12.094944,1
7.84,1.71,0.96,1.274,K2III,14.00498,0
10.1,2.09,2.11,0.84,G5III,16.700733,0
8.25,1.55,0.84,1.384,M4/M5III,14.201658,0
6.01,58.5,0.88,0.661,G3V,19.84578,1
1.79,22.55,1.02,-0.031,B9.5III,13.555733,0
8.0,0.77,1.83,0.663,B2Ib,12.432453,0
5.72,10.85,0.74,0.977,G8III,15.897148,0
8.23,14.25,1.09,0.496,F3V,18.999073,1
6.17,2.55,0.68,1.994,K3Ibvar,13.202701,0
6.43,12.79,0.64,0.161,A7Vn,16.964354,1
9.53,6.39,1.56,0.792,F8IV,18.557503,1
8.89,1.88,1.23,1.204,K2III,15.26079,0
8.73,2.82,1.28,1.397,G8V,15.981245,1
8.35,9.93,1.17,0.54,F6V,18.334747,1
8.48,2.85,0.79,0.087,A0IV:,15.754224,1
9.34,2.21,1.42,0.431,F0V,16.061962,1
5.39,2.85,0.63,-0.042,B8/B9Vn...,12.664225,1
8.01,1.82,1.08,0.869,K0III+...,14.310357,0
8.39,2.69,1.21,1.397,K4III,15.538762,0
9.5,3.22,1.31,0.3,B9III/IV,17.03928,1
6.44,1.22,0.96,1.813,M1III,11.871799,0
9.68,5.4,2.07,0.487,F2V,18.341969,1
8.54,1.93,1.05,1.126,K1III,14.967787,0
8.51,9.7,0.77,0.75,G5IVp,18.44386,1
8.27,2.76,0.9,1.047,K0III,15.474546,0
5.01,6.65,0.78,1.584,M3IIIvar,14.124108,0
8.45,6.18,1.09,0.393,F2V,17.404942,1
8.26,2.86,0.75,1.075,K1III,15.54183,0
6.56,44.21,4.72,0.52,F6IV-V,19.787601,1
7.81,4.56,0.68,0.966,G8III,16.104824,0
8.11,9.2,0.71,0.362,F1III,17.92894,0
8.22,50.61,1.15,0.98,K5V,21.741184,1
7.8,4.84,0.83,0.216,A2/A3III,16.224228,0
5.84,9.91,0.79,0.233,A3V,15.820369,1
8.82,2.2,1.24,1.577,M4III,15.532113,0
7.92,1.48,1.04,0.034,B7/B8II,13.771309,0
7.89,2.44,1.06,1.645,K5III,14.82695,0
9.02,2.48,1.3,1.184,K0III,15.992258,0
8.95,3.03,0.81,1.005,G8III,16.357212,0
9.16,17.87,1.27,0.728,G8V,20.420624,1
8.78,9.35,1.14,0.491,F5V,18.634058,1
7.26,27.99,1.88,0.61,G1V,19.495014,1
9.81,4.93,1.57,0.068,A0V,18.274235,1
9.68,8.58,1.6,0.573,F7V,19.347437,1
8.53,1.94,1.05,0.05,A3V,14.969008,1
8.38,0.46,0.68,0.005,B8/B9V,11.6937895,1
8.48,12.16,1.3,0.74,G5V,18.904667,1
6.42,4.66,0.76,-0.046,B8/B9V,14.76193,1
8.46,3.09,1.25,1.158,G8III,15.909793,0
9.04,3.96,1.35,1.0,G9III,17.028477,0
7.03,2.57,0.8,1.72,M2III,14.079666,0
6.43,1.13,0.74,0.554,A3Iab,11.695393,0
7.28,64.17,0.85,0.815,K1V,21.31666,1
8.04,6.0,0.82,0.405,F2IV/V,16.930756,1
6.48,4.28,0.78,0.679,A2V,14.637218,1
6.96,3.65,0.99,1.478,K3/K4III,14.771464,0
8.98,4.54,1.15,0.625,F7V,17.265278,1
6.42,4.69,0.56,1.207,K2/K3III,14.775865,0
7.02,4.9,0.52,1.399,K3III,15.47098,0
7.77,5.2,0.94,0.989,K0IV,16.350016,1
7.97,1.58,0.9,1.515,K4III,13.963285,0
8.77,4.6,1.19,1.2,K2III,17.08379,0
7.68,13.66,1.04,0.429,F2V,18.357254,1
9.76,7.49,1.81,0.823,G3/G5V,19.132408,1
9.65,-0.15,1.72,1.09,G8III,10.530456,0
7.86,66.15,0.95,1.153,K5V,21.96265,1
6.53,8.12,0.57,1.125,K2III,16.07778,0
7.7,1.75,0.93,1.636,M2III,13.91519,0
6.86,2.31,0.65,1.551,K4III,13.678061,0
7.35,1.3,0.53,1.304,K1/K2III,12.919716,0
7.76,4.18,1.97,0.194,A1/A2V,15.865881,1
5.94,3.93,0.91,1.786,M1/M2III,13.9119625,0
8.8,10.61,1.14,0.695,G4III,18.928577,0
6.12,1.62,0.56,0.117,B5Ib,12.167575,0
8.05,2.92,0.63,1.138,K2II,15.376914,0
7.5,3.53,0.97,1.556,M3III,15.2388735,0
6.1,3.54,0.6,1.506,K4III,13.8450165,0
9.77,19.79,2.38,1.0,K3V,21.25223,1
5.91,8.58,0.66,1.064,K0/K1III,15.577436,0
7.54,10.12,0.86,0.577,F7V,17.565903,1
8.23,4.05,1.06,0.182,A1IV/V,16.267275,1
8.39,1.16,1.04,0.001,B2/B3III,13.71229,0
7.64,0.71,0.72,1.348,K1II-III,11.896292,0
6.82,7.85,0.96,0.42,F2II,16.294348,0
7.7,2.83,1.01,0.01,B8V,14.958932,1
6.38,30.95,0.5,0.551,F6V:,18.833303,1
8.45,1.82,0.87,0.946,K0III,14.750357,0
5.47,10.74,0.54,0.855,G8III,15.625021,0
6.5,0.89,0.73,0.127,B1Iab,11.24695,0
9.09,6.16,1.39,0.543,F7/F8V,18.037903,1
